key	d	u	pp	ht	ft	digraph	trial	name
w	1479588411.15	1479588411.24	0.120093107224	0.091805934906	0.0282871723175	 -w	2	Aaron
a	1479588411.26	1479588411.37	0.103981018066	0.111669063568	-0.00768804550171	w-a	2	Aaron
y	1479588411.36	1479588411.42	0.103929042816	0.0557699203491	0.048159122467	a-y	2	Aaron
 	1479588411.42	1479588411.52	0.0639998912811	0.0965490341187	-0.0325491428375	y- 	2	Aaron
t	1479588411.54	1479588411.59	0.111919164658	0.0558888912201	0.0560302734375	 -t	2	Aaron
o	1479588411.61	1479588411.67	0.0721728801727	0.0643210411072	0.00785183906555	t-o	2	Aaron
 	1479588411.67	1479588411.78	0.064474105835	0.103859901428	-0.0393857955933	o- 	2	Aaron
w	1479588411.86	1479588411.94	0.191550970078	0.079735994339	0.111814975739	 -w	2	Aaron
i	1479588411.97	1479588412.05	0.10392999649	0.0796508789062	0.0242791175842	w-i	2	Aaron
l	1479588412.18	1479588412.26	0.21595788002	0.0794250965118	0.136532783508	i-l	2	Aaron
d	1479588412.38	1479588412.46	0.191740989685	0.0800909996033	0.111649990082	l-d	2	Aaron
h	1479588412.58	1479588412.63	0.208243131638	0.0477929115295	0.160450220108	d-h	2	Aaron
a	1479588412.7	1479588412.78	0.111665964127	0.087760925293	0.0239050388336	h-a	2	Aaron
c	1479588412.8	1479588412.89	0.103991985321	0.088075876236	0.0159161090851	a-c	2	Aaron
k	1479588412.9	1479588412.97	0.0962059497833	0.0719659328461	0.0242400169373	c-k	2	Aaron
s	1479588413.03	1479588413.1	0.129585981369	0.0710380077362	0.0585479736328	k-s	2	Aaron
t	1479588413.29	1479588413.36		0.0661308765411			3	Aaron
h	1479588413.47	1479588413.52	0.178807020187	0.0468940734863	0.131912946701	t-h	3	Aaron
e	1479588413.59	1479588413.66	0.119663953781	0.0712549686432	0.0484089851379	h-e	3	Aaron
 	1479588413.74	1479588413.82	0.144249916077	0.0794901847839	0.0647597312927	e- 	3	Aaron
q	1479588414.14	1479588414.24	0.399641036987	0.10549902916	0.294142007828	 -q	3	Aaron
u	1479588414.26	1479588414.33	0.127830028534	0.0639870166779	0.0638430118561	q-u	3	Aaron
i	1479588414.35	1479588414.43	0.0875699520111	0.0802919864655	0.00727796554565	u-i	3	Aaron
c	1479588414.49	1479588414.55	0.136569023132	0.0638501644135	0.0727188587189	i-c	3	Aaron
k	1479588414.58	1479588414.66	0.0924220085144	0.08092212677	0.0114998817444	c-k	3	Aaron
 	1479588414.64	1479588414.75	0.0594940185547	0.1119120121	-0.0524179935455	k- 	3	Aaron
b	1479588414.86	1479588414.91	0.224153995514	0.0477430820465	0.176410913467	 -b	3	Aaron
r	1479588414.99	1479588415.07	0.127872943878	0.0800039768219	0.0478689670563	b-r	3	Aaron
o	1479588415.1	1479588415.16	0.111767053604	0.0560579299927	0.0557091236115	r-o	3	Aaron
